city,name,reviews.text
Boston,The Charlesmark Hotel,Bad: Room is on the small side. I was on one of the back rooms. There are no views and other buildings can see inside your room since windows are high. Breakfast is not attended and no hot option. Very narrow corridors. Good: The decor of the room is very modern and pleasing with sound equipment for those that want to listen to music with speakers on the wall. Floor of shower is non-slippery. Decor of the bathroom is also very nice. Location is outstanding with Copley subway station accross the street as well as bus stop. Restuarants and shops in Newbury Street one block away. Bagels and donuts in breakfast were fresh.
Boston,The Charlesmark Hotel,"Bad: noisy room heater/AC unit. Good: location, small comfortable room."
Boston,The Charlesmark Hotel,"Good: Great location. Friendly, helpful staff. Good breakfast, nice to have a lounge to sit and read the newspapers provided. Stored luggage until we were ready to leave. Would stay again."
Boston,The Charlesmark Hotel,Bad: I didn't see that there was breakfast available at the hotel. Good: Location was amazing!!!! Room was a little tight for two but very nice
Boston,The Charlesmark Hotel,Bad: parking. Good: BREAKFAST AND THE BAR WERE REAL NICE........BARTENDER chris ..great guy
Boston,The Charlesmark Hotel,"Good: My wife and I stayed at the charlesmark for 4 days. The hotel staff was very friendly and accommodating. Room was a little small, but very clean and modern."
Boston,The Charlesmark Hotel,Good: Location is fabulous. Got there very early and was able to check in! Room was clean and modern. Love this hotel!
Boston,The Charlesmark Hotel,"Bad: One of the room maids kept forgetting to leave sufficient quantities of basic toiletries and the quality of bathroom cleaning could have been better. Good: Very friendly receptionist personnel, special thanks to Jesse! Nice view to the Library, added to the room booking for free. Plenty of varied places to eat out within a few mins walk from the hotel, catering for all choices."
Boston,The Charlesmark Hotel,Bad: Outlook from room. Good: Staff helpfulness Well designed use of limited space
Boston,The Charlesmark Hotel,Bad: Maybe it was just my room but the fridge was kind of hard to reach. Good: I loved the room I was in. The hotel itself is gorgeous and the room was quite cozy. The location was perfect as well. I would definitely stay here again.
Boston,The Charlesmark Hotel,"Parking is available at a parking garage a few streets away if you use the one recommended by the hotel. The rate the hotel give you is not the lowest rate you can get, I parked at the same parking lot for less using a parking app. It is worth looking into this if you are driving. Secondly, make sure you try and get a room with a queen bed. The doubles are tiny and this was my only regret with staying at this hotel. The location of the property is excellent. Easy to get to from the freeway, and easy to walk to Boston Common, restaurants, bars and local tourist attractions. Staff were very helpful on arrival and during the stay. No expense was spared in the room in terms of technology (had hard wired speakers even in the bathroom). Not sure they are needed, but was a nice touch. Rooms were clean, bathrooms small but had everything you need and was nice to have a shower not standing over a bath for once."
Boston,The Charlesmark Hotel,"Bad: There was NOTHING we disliked! The room was small but that was to be expected and the two of us were very comfortable there. The room size and the narrow hallways gave the entire place the European feel... nothing wrong with that, right. Good: 1. Outstanding location! Close to the T, the airport shuttle, historic churches, Public Library (also an attraction in itself), Prudential SkyDeck, the amazing Newbury St. with all the shops and restaurants... I could go on and on. 2. Excellent staff - attentive, helpful, understanding, flexible... overall very pleasant without being over the top. 3. A small place that felt like home, without that big corporate hotel feel. 4. A good continental breakfast that never ran out of any items. 5. Free WiFi that ran very well. 6. Reliable cooling/heating system. 7. All the small details such as nice toiletry items, modern plumbing, detachable shower head, hairdryer, iron, a huge mirror... Thank you, CharlesMark! We hope to stay there again."
Boston,The Charlesmark Hotel,"Bad: Highly recommend. Good: Modern style, great location, super helpful staff, continental breakfast included, great value, clean"
Boston,The Charlesmark Hotel,"Bad: staff r not helpful at all, room was really soooooo tiny even I booked large room, but the staff gave me two options,, if I want the large room I booked,,,, I have to go up a stair with my luggages, then down a stair again with my luggage to the basement, then walk through a hall way to reach my large room,,, or get a tiny one so I can use the elevator and make it easier for me to reach a room with all my luggages. really Bad experience,, I paid 200 a day for this SH,, I would Pay only 160 at Bellagio LAS VEGAS and get the best service in stars hotel,,,better than this hotel charlesMark. dont book this hotel Pals in case u have other options. Good: location"
Boston,The Charlesmark Hotel,Bad: Size of room. Good: Leaving
Boston,The Charlesmark Hotel,"Bad: I don't really know why this hotel has such a high rating. It's decent, but definitely not worth 3* and 300+ I paid for the room. Nothing in particular, but just the entire feel and look of it was more in the 2*, 150-200 range. Also, there were some road works taking place just outside the hotel at 7AM that produced insufferable noise, so I wish I had known that before booking."
Boston,The Charlesmark Hotel,"Bad: Nothing to dislike awesome stay. Good: Really liked the modern feel to the place ! Nice looking spot, so I kinda look like a bum when I travel so not to attract crime or Theves . And I usually travel around walking and exploring so I travel light aka bum looking ... the staff was very friendly to me . The room was awesome nice touches classical music playing after a shower and some music I was rejuvenated and went to the bar an had great conversation really a good memory to my trip I'd defiantly stay here again like the small hotel appeal . Great stay ."
Boston,The Charlesmark Hotel,"Bad: Price did not fit the size of the room. It felt more like a cubicle. Good: The room was nice and clean, came with safe, and fridge."
Boston,The Charlesmark Hotel,Strange drainage smell when entering the reception area Loved the location and friendly staff
Boston,The Charlesmark Hotel,Good: great location breakfast
Boston,The Charlesmark Hotel,Good: The breakfast was good and the bedroom was comfortable.It was within walking distance of the freedom trail.There was also a shuttle bus to the airport within walking distance.
Boston,The Charlesmark Hotel,Bad: Walls are very thin - we could hear upstairs and next door neighbors. The breakfast was very basic. Good: The location was great. Easy access to T. Nice bathroom.
Boston,The Charlesmark Hotel,"Bad: Tiny grim, room with a full size bed for my husband and myself which was way too small.If you opened the window ( onto an airshaft) the food smell from the neighboring restaurant were terrible. Good: the location"
Boston,The Charlesmark Hotel,Bad: The breakfast was good but there could've been more variety to it. Good: The location was amazing! I also liked the fact that the hotel was very cosy.
Boston,The Charlesmark Hotel,"Bad: The room/bed were a little small and the room was quite gloomy, very little natural light and the lighting wasn't great. Would have also preferred tea/coffee in the room rather that the large stereo/DVD system but that's just personal preference. Good: Great location, and friendly staff. Nice bar."
Boston,The Charlesmark Hotel,I liked the breakfeast like swedish buffet
Boston,The Charlesmark Hotel,Good: I liked the breakfeast like swedish buffet
Boston,The Charlesmark Hotel,"Bad: Provided breakfast is just bagels and doughnuts + tea/coffee. I'm not sure how that qualifies as continental! Beds are very small but OK for a relatively small couple - would be uncomfortable if you are much over 6 feet. Rooms are small but that's the only way you are getting a room at this price in this location. Good: Location is excellent (we walked everywhere including from Boston Back Bay station to the hotel with our bags - it's a 10min walk), staff were friendly, rooms are small but reasonably well appointed, hotel and rooms were very clean."
Boston,The Charlesmark Hotel,Bad: Closest parking was a 4-5 minute walk away for 28 overnight. Closer parking is available for 48 overnight. Good: Great neighborhood on Boylston and a block from Newbury St. Plenty of restaurants and bars within walking distance to choose from. It is one of the better values compared to other hotels in Boston. Half a block from the Copley T station if you want to get to another part of the city. 15- 20 minute walk to Fenway Park for the Sox game.
Boston,The Charlesmark Hotel,Bad: Bed is too small for two people and the blanket is too thin. The staff are just ok not very friendly though. Good: Location and the New England style building and the room is cute.
Boston,The Charlesmark Hotel,Bad: Room and bed were tiny - not even a queen bed. Bed took up most of the room. Breakfast was coffee and a bunch of cold bagels. Bathroom was also tiny. Not worth the exhorbitant price at all. Good: Location was good.
Boston,The Charlesmark Hotel,"Bad: Heater didn't work, so the room was very cold. Room wifi was crazy slow, so I couldn't use it AT ALL. Staffs were lazy and rude, especially when they call. Good: Location. Center boston"
Boston,The Charlesmark Hotel,Good: Bathroom was large and the speakers in the wall
Boston,The Charlesmark Hotel,Bad: I didn't like the siE of the rooms cozy but to small. Good: I liked the comfort of a small room the location and the staff that was working there
Boston,The Charlesmark Hotel,"Bad: The fan in our room made a ticking sound throughout the night which was annoying. Also, there are not many choices for food. A couple of flat breads are offered for dinner. Breakfast is more reasonable with pastries, bagels, and fruit. Good: The bed was very comfortable. The space in the room was well used. Very clean. I loved the exposed brick throughout the halls, and that actual keys are given out, not key cards. Great location and staff."
Boston,The Charlesmark Hotel,"Bad: Too pricy, very basic for what you pay for. Good: Nice staff, good continental breakfast included. Excellent location."
Boston,The Charlesmark Hotel,Bad: Room too small. Late check in at 15:00. Good: Excellent location and the staff was super polite. WiFi was working good. Check out at 12:00 was very convenient for me. Storage area provided.close by the center with all lot of coffees and bars around.
Boston,The Charlesmark Hotel,"One of the room maids kept forgetting to leave sufficient quantities of basic toiletries and the quality of bathroom cleaning could have been better. Very friendly receptionist personnel, special thanks to Jesse! Nice view to the Library, added to the room booking for free. Plenty of varied places to eat out within a few mins walk from the hotel, catering for all choices."
Boston,The Charlesmark Hotel,Bad: The breakfast is nothing special. Parking is 30 per each 24Hrs.
Boston,The Charlesmark Hotel,Bad: Breakfast - hardly adequate. Good: Location and value for that location. Easy to get to - right across from bus station to/from Logan airport. Room was small but comfortable and updated.
Boston,The Charlesmark Hotel,"Bad: The rooms are tiny, but expensive. The staff was not very friendly or helpful. They seemed bored and not so welcoming to visitors. They didnt refill the coffee thermos for breakfast and didnt care to either. It was awkward. Good: The place is clean and centrally located. I enjoyed the music playing in the room upon arrival. Its been updated although its an old building."
Boston,The Charlesmark Hotel,Good: The wifi connection in my room was loose and disconnected during the Inauguration weekend. But the nightclerk (red-haired Irish lass) tried very hard to fix it for me. In the morning William 3 came in and tried to fix it.
Boston,The Charlesmark Hotel,Bad: breakfast is normal. Good: I am very satisfied this hotel.
Boston,The Charlesmark Hotel,Bad: Breakfast is very poor. Good: Room was very comfortable. Ideally positionned.
Boston,The Charlesmark Hotel,"Good: We liked everything about this hotel from the moment we arrived till we left. We were greeted by Mia a very friendly and helpful receptionist. We were given a lovely room overlooking the Boston marathon finishing line with views of the Trinity church and Boston public library. We found our room to be very clean with plenty of space and a very comfortable bed and a great sound system.On our first night we went to their wine and cheese tasting event which we found to be great fun and a great way to mingle with the locals. The staff play a great role in the success of this hotel under the brilliant management of the very hospitable Jefferson who by the way makes a great cocktail especially our favorite the Bloody Mary. We would have no hesitation in recommending this hotel as it is right beside public transport (T) and the airport shuttle drops you across the street. We also found we could walk to most of the tourist sights. The complimentary continental breakfast was a bonus. Thanks Charlesmark for a great few days, hope to visit you again in the near future"
Boston,The Charlesmark Hotel,"Bad: Room was very small and not comftorable for two people. It felt like a third the size of a standard hotel room with just enough space to walk around the bed and a chair in the corner. Bathroom is super small. View from our main floor window was a sketchy back alley with construction. Included breakfast is bagels, donuts and fruit, don't expect a warm meal.Our first night we asked the person at the front desk if there was any pubs or places close by to have a drink. He said he didn't think so... Well the next night we were out exploring the city and found half a dozen bars, restaurants and pubs a block away on the same street and discovered we were a block away from the famous Newbury street! All in all I feel like this hotel is over priced, unimpressive and uncomfortable. Good: The location of the Charlesmark is great for tourists and people wanting to be in a good spot to transit around but feel safe and enjoy some night life"
Boston,The Charlesmark Hotel,"Bad: Super slow wifi, Comcast kept getting stuck and I would have to wait about 45 seconds just for the channel to change - wish there's was at least oatmeal for breakfast. Good: Location - room - clean - right in front of public library of Boston"
Boston,The Charlesmark Hotel,"Bad: The room was very small and dark. Bathroom was large. The window faced an alleyway. Good: Amazing location and great price, clean room and nice staff."
Boston,The Charlesmark Hotel,Too expensive for what offered Location and staff
Boston,The Charlesmark Hotel,Good: Fantastic location right near Copley Square and directly above marathon finish line.
Boston,The Charlesmark Hotel,"Bad: Wifi strength not great for end room. Good: Staff, location, rooms"
Boston,The Charlesmark Hotel,Bad: Breakfast.
Boston,The Charlesmark Hotel,Bad: Very minimal breakfast. Good: Great location.
Boston,The Charlesmark Hotel,"Good: staff was very friendly and accommodating, hotel perfectly located for travelers"
Boston,The Charlesmark Hotel,"Bad: More comfortable seating in the breakfast area. Good: Excellent location, really convenient for exploring Boston and close to the underground for travelling to the airport. Comfortable room and convenient breakfast facilities."
Boston,The Charlesmark Hotel,"Bad: Poor breakfast. Good: Good location, good design, comfortable room."
Boston,The Charlesmark Hotel,Good: Lovely room and bathroom. The lady on reception was very helpful and friendly. We would stay here again.
Boston,The Charlesmark Hotel,"Good: Bar had a good atmosphere, room was really cute."
Boston,The Charlesmark Hotel,Bad: The pillows were flat. Good: It was a great location close to everything. The bathroom was newly remodeled and beautiful! The bed was average but I got good night's sleep.
Boston,The Charlesmark Hotel,Bad: The room was right off the elevator so you could hear everyone coming off of it. Good: The bathroom was very nice. The shower has great water pressure and the shower head is adjustable.
Boston,The Charlesmark Hotel,"Bad: The parking garage was farther than we thought, was inconvenient but realize its a city and parking is always difficult. I would of liked valet service and would of paid more happily for it. Good: Yes it's small put clearly stated and really set up well. Was very fresh and updated not to mention clean. Would defiantly stay here again on our next visit. The staff in the evening was very efficient and helpful."
Boston,The Charlesmark Hotel,"Bad: Breakfast was inadequate, no protein. Small bathroom. No luggage cart. Good: Location and discount parking. Clean with nice staff. Near subway station and Newbury St. with lots of good restaurants within walking distance."
Boston,The Charlesmark Hotel,Good: Loved the sound system in the room and the fact that they have coffee all the time!
Boston,The Charlesmark Hotel,"Bad: The TV was on in the lounge during breakfast, tuned to GMA and Kelly Ripa-terrible shows, too loud, couldn't find a remote. It would be better on close caption with no sound or another channel, or have the remote so that breakfasters can change it. Thanks!. Good: Atmosphere. Location."
Boston,The Charlesmark Hotel,Bad: sheets seemed unwashed and old item from previous occupant was still in closet.
Boston,The Charlesmark Hotel,Bad: Breakfast was not very large for the price of the hotel. Good: Everything about this place was great!
Boston,The Charlesmark Hotel,"Bad: The room was really small. With two large suitcases, we could hardly move in it. Good: Location, staff, bar with complimentary drinks"
Boston,The Charlesmark Hotel,Good: An excellent concierge.He thought through problems and gave you an informed choice of solutions.
Boston,The Charlesmark Hotel,"Bad: Room size, bed size and breakfast. Good: Location is very good"
Boston,The Charlesmark Hotel,Everything was perfect
Boston,The Charlesmark Hotel,Bad: Small room. Good: Location location ! Easy Check in And our
Boston,The Charlesmark Hotel,"Bad: Breakfast was slim pickings. No cereal or toast. No yoghurt. Only bagels with unrefrigerated cream cheese and quick oats porridge. Don't go for the breakfast. Good: Great room, clean and a comfortable."
Boston,The Charlesmark Hotel,Cozy room and vibe to this place... many food options close by.. minutes from Fenway Park and the house of blues
Boston,The Charlesmark Hotel,"Bad: Complimentary breakfast. Good: Location was great, right where we wanted to see some attractions. Free breakfast was a little misleading, (just say appetizers, and fruit basket). But overall, would definitely recommend, and stay again. Staff was good, and room was quiet."
Boston,The Charlesmark Hotel,Good: Coffee and juice were nice to start out the day with! Cold cereal would have been a plus.
Boston,The Charlesmark Hotel,Bad: Nothing. Good: Convenient location in the city centre walkable to most attractions
Boston,The Charlesmark Hotel,"Bad: Breakfast can be better. Its very simple, I had to go out and seek for a real breakfast because the hotel option was not attractive at all. Good: Very good location. Our room was good, you get what you pay, anything more."
Boston,The Charlesmark Hotel,Good: Staff was wonderful! The location perfect. Nice breakfast
Boston,The Charlesmark Hotel,"Bad: Breakfast was a little sparse but was as advertised. Good: Nice room, small but cozy."
Boston,The Charlesmark Hotel,"Bad: The room we stayed in has a window was facing an alley. We were woken up at 3 am by the garbage truck and they were there until 5.30 AM picking trash from the entire alley, not a good idea for light sleepers. The hotel should invest a bit in better soundproof windows. Good: Good spread of breakfast. Friendly staff Great shower and toiletries"
Boston,The Charlesmark Hotel,Nothing to complain about Everything was fine and week with the price. It is very central in Boston and close to the public transportation.
Boston,The Charlesmark Hotel,Good: Excellent location
Boston,The Charlesmark Hotel,"Bad: Breakfast a bit simple, but plenty of places to eat in the local area. Also, the safe in our room didn't seem to work, but it wasn't a big deal. Good: Excellent location, with Copley T (metro) station within a few minutes walk, and a range of restaurants and bars along Boylston Street. The Back Bay area also has a few great sights to see, like the old Trinity Church and Boston public library, which are almost within spitting distance of the hotel. If you're here during the Boston Marathon (mid April), the hotel is almost literally on the finishing line, which could be very useful or very inconvenient, depending on whether you're a runner or not!"
Boston,The Charlesmark Hotel,"Bad: Nothing. Good: It's economical, boutique style (my fave), great quality in an A+ location for Boston visitors."
Boston,The Charlesmark Hotel,"Bad: No hot water in the morning. Poor choice for breakfast - very little that was healthy. Good: Great location, nice room."
Boston,The Charlesmark Hotel,"Bad: It's not a negative per se but, breakfast could be more widely selective. But what was there was absolutely fantastic. Good: We were super-well accommodated, the staff was super-friendly and helpful. Location is great, and even on a loud street you couldn't here a thing."
Boston,The Charlesmark Hotel,Bad: Tempeture control. Fan was not automatic. Had to manually turn off and on. not a deal breaker. Good: Location and staff. Staff was very friendly and helpfull. We arrived a few hours before check in and they held our luggage while we explored the area. Lots of shopping an dinner choices close by. T was 2 minutes away. Room was nice.
Boston,The Charlesmark Hotel,"Good: continental breakfast was great - and length of time offered was excellent. 24 hour desk personnel was a special plus and very helpful - at any hour. location is excellent - nothing better for shopping, restaurants, public transportation, sightseeing, etc. Close to everything you visit Boston for and great staff plus affordable."
Boston,The Charlesmark Hotel,"Good: Location, location, location"
Boston,The Charlesmark Hotel,Bad: Nothing. Good: Convenient location in the city centre walkable to most attractions
Boston,The Charlesmark Hotel,"Bad: Bed was a bit hard. Breakfast was all carbs, but was better than nothing. Good: Great location, right near two T stops and directly across from the Boston Public Library. Super nice staff. Great bar downstairs. Great price. We loved having music speakers overhead in main room and bathroom. Roomy, hot shower with great water pressure. Free continental breakfast with good coffee."
Boston,The Charlesmark Hotel,"Bad: I think there could be more options offered as breakfast (there were only bagels and donut like something, and fruits), but it was still enough. So it's not something I didn't like but something that can be improved. Good: This hotel was a great one! When we entered room, there was classical music coming from the stereos, which give us a very nice feeling to start with. The bathroom, the towels, the bed, everything was clean, organized. I wish I could stick around more and enjoy the room as I stayed for 2 nights and was in the hotel to sleep only. The room was also facing the Boston public library, which was a blissful view, that makes you feel like you're in full luxury. The surrounding area was great, the parallel street (I believe it was Newburry) is full of nice clothing boutiques. It's really close to variety of food options and also right next to Copley station which makes public transportation a total ease. But I think when the weather permits, it's totally walkable to go around Freedom Trail etc. Also, I arrived very early in the morning and left in the middle of night, both felt okay to be out in the street, which is something I value the most."
Boston,AC Hotel by Marriott Boston Downtown,Bad: Dont change a thing. Good: Staff was very accommodating even those we shared elevator rides with. Location was central and easy to walk places. We enjoyed our stay.
Miami Beach,The Hotel of South Beach,Bad: Pool close too early. Should be stay availble all the time overnight. Good: Room cleanness and staff
Miami Beach,The Hotel of South Beach,"Bad: Couldn't find fault with anything. Good: It might sound strange to say that I was ill in bed for most of my stay but still gave the hotel top ratings!. However, the room was extremely comfortable and clean. The staff were very helpful and pleasant and the location was great. We were in the annex which fronts onto Ocean Drive and there was a very good cafe/bar below. I found out towards the end of the stay they also did room service. Wish I had been well enough to take advantage of this great little hotel."
Miami Beach,The Hotel of South Beach,"Good: The room was lovely and spacious, bed very comfy. Staff changed our bed every day and fresh towels. We could not have been better looked after by manager Lewis. Events organizers Ricardo and John were great help for tours."
Miami Beach,The Hotel of South Beach,"Bad: Expensive of course, wish the hotel restaurant was more reasonably priced because we wanted to go but couldnt justify. Good: Bed was great and the staff was so genuinely kind"
Miami Beach,The Hotel of South Beach,"Bad: Very noisy at night (24h party directly below the rooms in the other building, traffic). We didn't stay in the main building, we weren't informed before. So please check before, otherwise there's not much sleep possible. Good: Next to Ocean Drive, so the beach is over the street. Room was huge and clean. Valet parking was very fast (39/d), staff was friendly. Also the roomservice was fast and delicious."
Miami Beach,The Hotel of South Beach,Bad: 1. Elevator was broken room was on 3rd floor--moved after a time to another wing with working elevator. 2. Pool under repair--sent to another hotel--no available chairs at the pool - so no pool on a 95 day. Wasted 3 hours of the day. 3. Told there was a 30 minute wait to get a car from valet--called at 7:20 AM--valet was not told to get the car until 7:53 AM. Almost missed plane. Good: management staff was very good when they were there
Miami Beach,The Hotel of South Beach,Bad: Can be a little noisy at night but that is the compromise for being at the centre of all the action. Good: If you are looking to be at the centre of all the South Beach madness then this is the perfect hotel. Located right across from the beautiful beach and in the middle of the Art Deco district. Large comfortable rooms that offer full amenities. Good rooftop pool with great snack and drinks bar. Staff very helpful and John the concierge was great.
New York,The Pearl Hotel,"This hotel is in the perfect location! A half block from Broadway Times Square in the Theater District. The lobby is nothing special, as is the streetfront of the hotel. Our room was clean and very nice. We had a King Deluxe. The bed was ok, not bad, but not exceptional. The toiletries in the bathroom were great! I usually don't use them, but I loved them all. The continental breakfast offered a nice array of options, and was well stocked. The coffee was very good. The free wi-fi was a nice bonus.We had a bit of a problem checking in. We arrived at about 11:30am. I had been told the day before, that it was possible that our room could be ready by 10:30 am, although check in was officially at 4pm. Our room was not ready, so we left our bags, with a promise that we'd be texted as soon as our room was ready. We checked back at about 3pm, even tho we had not been texted. Still not ready, they'd text. We came back about seven, still no text, and were finally able to check in. As we checked in, I heard someone asking about a wine and cheese hour. We had missed it! I remarked to my husband, that I would have loved a glass of wine after such a hectic day. The male who checked us in heard me, and asked what kind of wine we liked, and said that he would send some up, on the house! Within minutes, two bottles of wine, on ice and 2 glasses arrived. To be able to relax in our room, with a glass of wine, really made up for our late check in! The whole staff was very nice and I would definitely stay there again."
Honolulu,Hotel Renew,"We have just returned from 10 days at the Aqua Ocean Tower Resort in Waikiki Beach, HI. While this hotel would not be your choice if you are looking for luxury, it is extremely clean and the staff was so friendly and helpful that we considered them friends upon our departure. There were 3 of us - we stayed in a room with 2 double beds, and had more than enough room for our stay. The location of this hotel is KEY! It is only 1 block from the beach, as well as most trolley and bus stops. It is within walking distance of the Honolulu Zoo, Aquarium and many of the shopping plazas and restaurants. We never even had the need to rent a car!! They are currently in the process of renovating their rooms. Even when you were in the room during the day, you did NOT hear the renovations being done on the other floors. Renovations on all floors are to be done in June 2007. We had the opportunity to take a look at a couple of the finished rooms. The new rooms are absolutely BEAUTIFUL! You feel more like you are in your bedroom at home than in a hotel. While this was certainly not the most lavish hotel that I have ever stayed in, it was quite possibly among the best hotel experiences that I have ever had. I will definitely recommend this hotel to my friends and family for any trips that they plan to Oahu."
Honolulu,Hotel Renew,"When you read the information about Lenore, believe it. She is the bright and shining asset to this hotel. The staff are very personable and helpful. The rooms definitely need some upgrading. The location however is wonderful."
Honolulu,Hotel Renew,"This well kept secret has excellent and friendly service with reasonably priced rooms. The absence of a restaurant and bar in the hotel is barely noticed as numerous restaurants and bars are only steps from your room. I would put this hotel up against any on the beach with service and cleanliness. The hotel is updating all the rooms, which are slightly dated, to reflect an Asian influence. This includes projection TV and steam shower. I can't wait!"
Honolulu,Hotel Renew,"The staff was very helpful and friendly! Lenore was awesome! She delivered a bottle of champagne for our anniversary! Our ocean view room was wonderful and we are looking forward to staying again once the renovation is completed!The rooms were clean, but need some upgrading--But we were only in the room to sleep so it really didn't bother us...The mini fridge came in handy as well as the ABC Market a few steps away. Subway, Coldstone, Wolfgang Puck's are two minutes away walking...Sushi place within 5 minutes walking!!! McDonald's Burger King within 3 minutes walking...Check out the Pacific Hotel for some awesome cuisine and a huge aquarium!Thanks for making our 4th of July fun....Hey, everyone, don't forget to pick up the Entertainment Book for Hawaii...We saved a lot on Parasailing, Hiking, Snorkeling, Restaurants, Pearl Harbor, etc...Great two for one offers! I got mine on Ebay!"
Honolulu,Hotel Renew,"The hotel is very near the sea...I think about 30 seconds on foot!The rooms are comfortable and clean. No luxury but very good value for money, if we consider the wonderful location of this hotel. Moreover, the staff is extremely kind, friendly and willing to help you...I will never forget the housekeeping manager, who was so sweet, and always gave me breakfast (and in abundant helping) after 10.00 am, since I was always late (let's say I enjoyed Honolulu's nightlife...). All in all, the aloha spirit is so evident in this hotel, which I strongly recommend."
Honolulu,Hotel Renew,"Our stay at the Ocean Tower Hotel was amazing! I read one review that didn't understand why this hotel had such good ratings. Well, he must be used to spending 200+ per night for a hotel room, or never traveled to Hawaii. Hotels with this location are often 300+ per night. The reviewer mentioned it being in need of a remodel. Well, unfortunately for those of us used to watching how we spend our money, they are remodeling the hotel and the rooms look awesome!!! They look nicer than the Arizona Biltmore and Phoenician Resort in Scottsdale, Arizona if you have been there. (I had only worked there and got the view the rooms, as I could not afford to spend 400+ per night.) So, when the rates are higher, and in line with the majority of the other hotels, that reviewer should be happy because the new rooms are truly gorgeous. People pay for gorgeous. They are the most modern beautiful hotel rooms I have ever seen.We actually felt lucky to get to stay there before the major remodel. The location is so close to the beach and downtown activities. We could walk to all kinds of wonderful things to do and see. Diamond Head was our view out our bathroom window. I would recommend spending the extra 15 or so per night for the ocean view. So, it wasn't fancy, but it was fun and helped us be able to save quite a bit of money. The bed was comfortable, the ocean breeze was to die for, and we couldn't have asked for more in that price range. I also have to recommend a corner room if you get lucky to have a cross-breeze of ocean air.However, what made it the most wonderful stay was the staff. We were treated like family from the moment we arrived. We never felt so cared for in a hotel. The friendly, caring and attentive staff made it a 5 star hotel in our eyes. We cannot wait to go back and see all the friends we made there. If on a budget get in on the older rooms before they are remodeled. If you have the extra money, get an amazing remodeled room, you won't be dissappointed."
Honolulu,Hotel Renew,The hotel staff was great as was the location. The only thing I'd say needs improvement is the actual building and rooms. The rooms seemed a bit old and could use major renovations. But for the price we paid with a last minute booking we were happy with the accomodations.
Honolulu,Hotel Renew,"I stayed at the Ocean Tower Hotel for a week in early May based on positive reviews from TripAdvisor. These reviews were completely fair. This was an affordable hotel, located footsteps to Waikiki Beach. The rooms were clean and quiet the staff were friendly and accommodating. True, the hallways have tired carpet and the walls could do with some fresh wallpaper. But who cares about these trifles This was a great hotel. (However, if you are watching your weight, give the continental breakfast -- peanut-and-jelly on toast, danishes and donuts -- a wide berth. Fortunately, the rooms come with mini-fridges so you can store some healthier options which you can purchase at one of the many ubiquitous 'ABC' convenience stores.)"
Honolulu,Hotel Renew,"The familial Ohana spirit of Hawaii is exuded by the staff of Ocean Tower Hotel in Waikiki. My fiance and I have made 3 trips in total to Honolulu and this by far was the best experience with a hotel there because of the very warm welcome and service provided by the staff at the Ocean Tower Hotel.Leonor in particular (and as mentioned by numerous reviews here) made us feel more 'at home' than at home.Also, as mentioned by previous reviewers, the hotel is undergoing renovations to update and modernize their rooms. The renovations were not felt or noticed by us... there was no noise and construction people noticed during our stay 05/19-05/26. We got a personal glimpse of some of the completed new rooms and what we saw indicated 5 star quality.. tile floors, Asian influenced decor, new furnishings, state of the art TV and projectors, lighting, top of the line bathroom fixtures. Once available (by end of the year we were told), I am selfishly hoping the rates would not be too different as I would love to come back to stay in those new rooms!Everyday after an exhaustive tour or beach excursion during our stay, we were extremely impressed by the clean bedding, clean bathroom and air conditioned room we returned to. Not once did we have a single complaint about the room or hotel facilities. We did at one point need the use of a microwave to heat some food and the hotel staff was happy to allow us the use of theirs."
Honolulu,Hotel Renew,"Everything positive you've read about this hotel in the Trip Advisor reviews is spot on. I originally considered the Ocean Tower precisely because TripAdvisor had it rated so highly, and my wife was adamant that we should stay in Waikiki. Normally, getting around Waikiki is painful in a car because of the traffic, but since this hotel sits at the end of the strip, it is really easy to get to from the H1 by taking the King Street Exit. Anyway, the hotel is smaller than many I've stayed in, but that (and the incredible customer service!) gives it a very intimate feel. The rooms are good sized and are seemingly soundproof, which I really appreciated. The hotel is literally a block from the beach. The parking lot is small, but they immediately gave us the option to park around the corner at the large garage of a different hotel and that ended up being a less expensive option as well.The staff was wonderful, in particular Leonore and Terry. They really took great care of us (and I have to say it's nice when the managers call you by name everytime they see you). It was my birthday while we were there, and even though they sent some treats up to the room each day, on my birthday they sent champagne and glasses.We also got to tour the rooms that are being renovated, and I can't wait to go back once that is complete in the November timeframe. The new rooms have an ultra-modern, San Francisco/ Asian theme to them, and have all the amenities one could ask for, especially if you are a technogeek like me.Overall, I was incredibly impressed with the hotel and will stay here anytime I have business or vacation in Honolulu."
